fname,label,manually_verified
e5578399.wav,Gong,1
e54fbe33.wav,Finger_snapping,1
e51e1770.wav,Clarinet,1
e512a233.wav,Finger_snapping,1
e50d2535.wav,Tearing,1
e5083445.wav,Flute,1
e4f2abc5.wav,Meow,1
e4ee0c55.wav,Trumpet,1
e4ece500.wav,Acoustic_guitar,1
e4e83740.wav,Shatter,1
e4c2644c.wav,Snare_drum,1
e4b5417a.wav,Harmonica,1
e4966885.wav,Fart,1
e4958adc.wav,Snare_drum,1
e4890814.wav,Bark,1
e46a04c9.wav,Glockenspiel,1
e45a3fed.wav,Computer_keyboard,1
e43f7db2.wav,Clarinet,1
e4247392.wav,Microwave_oven,1
e4090cfa.wav,Fart,1
e3f479f3.wav,Violin_or_fiddle,1
e3eff846.wav,Burping_or_eructation,1
e3d2709c.wav,Fireworks,1
e3bf4182.wav,Double_bass,1
e3bf2bf9.wav,Electric_piano,1
e3b1eb3a.wav,Gunshot_or_gunfire,1
e3a31aa0.wav,Double_bass,1
e39f888d.wav,Tearing,1
e38a54df.wav,Squeak,1
e35c9a8a.wav,Saxophone,1
e34b7b46.wav,Electric_piano,1
e3306eb5.wav,Gong,1
e30cb7d5.wav,Chime,1
e2fc95ed.wav,Bus,1
e2fa3ed3.wav,Clarinet,1
e2ea348e.wav,Harmonica,1
e2d993ec.wav,Cello,1
e2d02712.wav,Laughter,1
e2cf6d59.wav,Saxophone,1
e2c205ac.wav,Cello,1
e2bfc42d.wav,Laughter,1
e29bf67e.wav,Trumpet,1
e2939c3a.wav,Writing,1
e21de38c.wav,Writing,1
e1eed479.wav,Cowbell,1
e1d91dfc.wav,Tearing,1
e1ca0934.wav,Meow,1
e1b646bb.wav,Flute,1
e18f928a.wav,Telephone,1
e186a347.wav,Writing,1
e152333d.wav,Meow,1
e11fb127.wav,Gunshot_or_gunfire,1
e1002ae9.wav,Knock,1
e0fef04d.wav,Applause,1
e0ecd1a6.wav,Double_bass,1
e0ba0ac2.wav,Bus,1
e09acb52.wav,Violin_or_fiddle,1
e0990da3.wav,Clarinet,1
e08db496.wav,Applause,1
e087f227.wav,Flute,1
e0862ccc.wav,Computer_keyboard,1
e076d62b.wav,Microwave_oven,1
e048451f.wav,Cough,1
e0435db2.wav,Cough,1
e030fb43.wav,Shatter,1
e022b7b0.wav,Oboe,1
e01a1ca0.wav,Fireworks,1
dffc9217.wav,Writing,1
dfed3be6.wav,Violin_or_fiddle,1
dfd3ad5c.wav,Glockenspiel,1
dfc4a855.wav,Clarinet,1
dfbeefb5.wav,Saxophone,1
dfb8afae.wav,Flute,1
dfb42c74.wav,Drawer_open_or_close,1
df98be15.wav,Violin_or_fiddle,1
df890004.wav,Bass_drum,1
df79d259.wav,Bark,1
df66a03d.wav,Gunshot_or_gunfire,1
df630658.wav,Snare_drum,1
df6223de.wav,Applause,1
df2aac3c.wav,Gunshot_or_gunfire,1
df1bc322.wav,Chime,1
df0de169.wav,Cowbell,1
df0573f3.wav,Clarinet,1
defcfbdc.wav,Electric_piano,1
dee0d5ac.wav,Violin_or_fiddle,1
dec1d656.wav,Flute,1
deb87700.wav,Double_bass,1
de9a384f.wav,Hi-hat,1
de99b2d9.wav,Flute,1
de941b74.wav,Saxophone,1
de8de828.wav,Knock,1
de77f91e.wav,Saxophone,1
de5bad53.wav,Bark,1
de5248bc.wav,Glockenspiel,1
de487b53.wav,Saxophone,1
de2e28fe.wav,Bus,1
de2b8ade.wav,Acoustic_guitar,1
de2b5cdb.wav,Writing,1
de2114d5.wav,Bus,1
de0debf5.wav,Snare_drum,1
de06cab6.wav,Violin_or_fiddle,1
ddf51005.wav,Hi-hat,1
ddf23920.wav,Clarinet,1
dde05348.wav,Acoustic_guitar,1
ddb0a078.wav,Gunshot_or_gunfire,1
ddae73e4.wav,Fireworks,1
dd803ae5.wav,Telephone,1
dd7d890a.wav,Harmonica,1
dd67b8a9.wav,Clarinet,1
dd54505d.wav,Burping_or_eructation,1
dd043345.wav,Acoustic_guitar,1
dce89f20.wav,Glockenspiel,1
dcdb44b0.wav,Cowbell,1
dcd892b1.wav,Knock,1
dcd37383.wav,Saxophone,1
dcc7acba.wav,Clarinet,1
dcc21853.wav,Saxophone,1
dcc0f7cd.wav,Bus,1
dc9abbcb.wav,Microwave_oven,1
dc981a38.wav,Clarinet,1
dc7e791d.wav,Saxophone,1
dc77de48.wav,Scissors,1
dc6afbe5.wav,Telephone,1
dc6676ff.wav,Flute,1
dc5fc5c5.wav,Computer_keyboard,1
dc5be9d7.wav,Cello,1
dc57b564.wav,Tearing,1
dc51a8b4.wav,Double_bass,1
dc4463f8.wav,Telephone,1
dc24a8f4.wav,Bark,1
dbe8ee07.wav,Writing,1
dbe4aa4b.wav,Telephone,1
dbe1946a.wav,Laughter,1
dbd908b8.wav,Drawer_open_or_close,1
dbd81df9.wav,Fart,1
dbac4e95.wav,Gong,1
dba6817d.wav,Saxophone,1
db9d4d18.wav,Acoustic_guitar,1
db9a04ba.wav,Clarinet,1
db98ae02.wav,Microwave_oven,1
db7faa42.wav,Bark,1
db672630.wav,Cowbell,1
db3ced72.wav,Flute,1
db1a5e69.wav,Harmonica,1
daf5af0a.wav,Violin_or_fiddle,1
daedfdde.wav,Cough,1
dae936cc.wav,Violin_or_fiddle,1
dad51ef3.wav,Cowbell,1
dab05a71.wav,Gunshot_or_gunfire,1
daa3d0dd.wav,Harmonica,1
da8ea649.wav,Double_bass,1
da8d6df0.wav,Trumpet,1
da85039c.wav,Glockenspiel,1
da7bd5da.wav,Flute,1
da4d4d5a.wav,Finger_snapping,1
da4b0379.wav,Hi-hat,1
da49fddf.wav,Glockenspiel,1
da3f8050.wav,Hi-hat,1
da38a108.wav,Knock,1
da370084.wav,Fireworks,1
da354910.wav,Knock,1
da2f1e87.wav,Clarinet,1
da1330e0.wav,Violin_or_fiddle,1
da0650ea.wav,Applause,1
d9ff1435.wav,Microwave_oven,1
d9f07bed.wav,Meow,1
d9ef2d9a.wav,Microwave_oven,1
d9ece336.wav,Computer_keyboard,1
d9e5bbc4.wav,Tambourine,1
d9cb51e2.wav,Violin_or_fiddle,1
d9c103a6.wav,Tearing,1
d9a58d0c.wav,Violin_or_fiddle,1
d99b648a.wav,Clarinet,1
d9748e59.wav,Writing,1
d9540472.wav,Violin_or_fiddle,1
d953e602.wav,Bus,1
d94c94f0.wav,Saxophone,1
d93c3a10.wav,Laughter,1
d931fa78.wav,Laughter,1
d91ee4c3.wav,Telephone,1
d91b8441.wav,Harmonica,1
d914225a.wav,Violin_or_fiddle,1
d910a8c7.wav,Cello,1
d8dee93f.wav,Laughter,1
d8c29016.wav,Fart,1
d8ac74e8.wav,Acoustic_guitar,1
d8abf134.wav,Fireworks,1
d8a257e5.wav,Acoustic_guitar,1
d88f0774.wav,Telephone,1
d87661e5.wav,Glockenspiel,1
d87530b2.wav,Applause,1
d85da760.wav,Gong,1
d84c8c43.wav,Violin_or_fiddle,1
d834f80f.wav,Tambourine,1
d83456f2.wav,Violin_or_fiddle,1
d82f8f87.wav,Knock,1
d81d44f3.wav,Telephone,1
d81a8b02.wav,Burping_or_eructation,1
d80e1c9e.wav,Laughter,1
d7e5753e.wav,Bus,1
d7e56425.wav,Cello,1
d7dbcb1a.wav,Glockenspiel,1
d7d8c724.wav,Squeak,1
d7d8b12a.wav,Tearing,1
d7b31417.wav,Meow,1
d79b9208.wav,Violin_or_fiddle,1
d7857dfb.wav,Bus,1
d77a30c4.wav,Oboe,1
d774a3f3.wav,Keys_jangling,1
d77358d0.wav,Cowbell,1
d76bdc15.wav,Squeak,1
d73efc33.wav,Violin_or_fiddle,1
d7241122.wav,Harmonica,1
d6f56693.wav,Burping_or_eructation,1
d6f501d7.wav,Cough,1
d6d2c880.wav,Gunshot_or_gunfire,1
d6d11418.wav,Tearing,1
d6c9f529.wav,Tambourine,1
d6c04b7d.wav,Computer_keyboard,1
d6a0f248.wav,Shatter,1
d69149ab.wav,Writing,1
d68bc291.wav,Trumpet,1
d68ab424.wav,Saxophone,1
d6854eb4.wav,Hi-hat,1
d6691f17.wav,Saxophone,1
d668e7f7.wav,Saxophone,1
d6665734.wav,Saxophone,1
d648bf8f.wav,Finger_snapping,1
d63f15f8.wav,Finger_snapping,1
d63d8c42.wav,Cowbell,1
d63ce88d.wav,Violin_or_fiddle,1
d62fe2ff.wav,Trumpet,1
d6221525.wav,Double_bass,1
d61f1a92.wav,Cello,1
d61ab790.wav,Saxophone,1
d6144e01.wav,Violin_or_fiddle,1
d60ea378.wav,Laughter,1
d5fc9f70.wav,Violin_or_fiddle,1
d5f52814.wav,Violin_or_fiddle,1
d5e089e1.wav,Drawer_open_or_close,1
d5cd5497.wav,Clarinet,1
d5c6c8bc.wav,Cough,1
d59f621a.wav,Applause,1
d56d9904.wav,Saxophone,1
d561c726.wav,Harmonica,1
d54610d9.wav,Bass_drum,1
d542a510.wav,Telephone,1
d535a76b.wav,Bass_drum,1
d527a5d0.wav,Squeak,1
d52043e1.wav,Drawer_open_or_close,1
d51b814e.wav,Gong,1
d510e6ef.wav,Tambourine,1
d4ebef41.wav,Electric_piano,1
d4d11498.wav,Violin_or_fiddle,1
d4c2b2a8.wav,Writing,1
d4c14be6.wav,Fart,1
d4bc030d.wav,Cello,1
d49eb5e4.wav,Bark,1
d45c69e9.wav,Drawer_open_or_close,1
d451b648.wav,Tearing,1
d42e3bf4.wav,Saxophone,1
d42876d6.wav,Microwave_oven,1
d425d7b8.wav,Double_bass,1
d3ede893.wav,Applause,1
d3dee3b9.wav,Finger_snapping,1
d3bf9ace.wav,Cough,1
d3b26714.wav,Cowbell,1
d3ae5c4d.wav,Knock,1
d3add79a.wav,Keys_jangling,1
d39b9035.wav,Double_bass,1
d328db67.wav,Cello,1
d2ee3320.wav,Gunshot_or_gunfire,1
d2d8e2d8.wav,Bus,1
d2d41b54.wav,Knock,1
d2cd80eb.wav,Cello,1
d2c6aa69.wav,Computer_keyboard,1
d2bf88a2.wav,Squeak,1
d2b9dbe3.wav,Laughter,1
d2abc133.wav,Applause,1
d275d2a1.wav,Writing,1
d275719f.wav,Microwave_oven,1
d2630dd1.wav,Gunshot_or_gunfire,1
d25e8e82.wav,Gunshot_or_gunfire,1
d24ffccc.wav,Meow,1
d2408c48.wav,Flute,1
d20f48cd.wav,Telephone,1
d1ed5162.wav,Acoustic_guitar,1
d1e18645.wav,Laughter,1
d1dec8ef.wav,Cello,1
d1d295bd.wav,Laughter,1
d1c54441.wav,Computer_keyboard,1
d1c0cab6.wav,Saxophone,1
d19c1764.wav,Double_bass,1
d16d5863.wav,Bark,1
d14f5df1.wav,Flute,1
d149bd91.wav,Cowbell,1
d1492510.wav,Writing,1
d141ed6c.wav,Chime,1
d126054d.wav,Violin_or_fiddle,1
d11b916e.wav,Harmonica,1
d116cdc6.wav,Squeak,1
d10d9393.wav,Laughter,1
d1055ae3.wav,Laughter,1
d1012c2e.wav,Cello,1
d0f3df9a.wav,Cello,1
d0dd2ca3.wav,Oboe,1
d0d932ad.wav,Keys_jangling,1
d0d0249f.wav,Violin_or_fiddle,1
d0c5c389.wav,Oboe,1
d0a88003.wav,Tambourine,1
d0826760.wav,Violin_or_fiddle,1
d0434a11.wav,Gunshot_or_gunfire,1
d039d135.wav,Knock,1
d035d92e.wav,Meow,1
d033f680.wav,Oboe,1
d01afeb4.wav,Gunshot_or_gunfire,1
d0141870.wav,Cough,1
d011c434.wav,Knock,1
d000e828.wav,Cough,1
cff980e3.wav,Oboe,1
cfdfe861.wav,Bus,1
cfd6085a.wav,Harmonica,1
cfb9c5fd.wav,Violin_or_fiddle,1
cf9f9d32.wav,Cello,1
cf8c5111.wav,Violin_or_fiddle,1
cf79b314.wav,Violin_or_fiddle,1
cf73caf7.wav,Oboe,1
cf52251c.wav,Bus,1
cf5073f3.wav,Fireworks,1
cf3a73a6.wav,Writing,1
cf242525.wav,Laughter,1
cf09ca4f.wav,Saxophone,1
cef7f23d.wav,Shatter,1
ceca4273.wav,Violin_or_fiddle,1
cec21578.wav,Cowbell,1
ceba3f99.wav,Applause,1
ceb8e323.wav,Hi-hat,1
ce9b1907.wav,Glockenspiel,1
ce8d1378.wav,Squeak,1
ce75b5ce.wav,Bass_drum,1
ce65d6b5.wav,Clarinet,1
ce3f3400.wav,Bass_drum,1
ce34b933.wav,Acoustic_guitar,1
ce03e0d8.wav,Electric_piano,1
cdfc8967.wav,Bass_drum,1
cdfc084a.wav,Burping_or_eructation,1
cdeece57.wav,Violin_or_fiddle,1
cdee690e.wav,Applause,1
cde37f38.wav,Oboe,1
cdc5fe8e.wav,Violin_or_fiddle,1
cda43248.wav,Glockenspiel,1
cd9444a0.wav,Violin_or_fiddle,1
cd939e21.wav,Saxophone,1
cd4aad88.wav,Squeak,1
cd40c96c.wav,Gong,1
cd404498.wav,Finger_snapping,1
cd3e20ec.wav,Computer_keyboard,1
cd3c8232.wav,Tearing,1
cd3913f8.wav,Microwave_oven,1
cd360da2.wav,Finger_snapping,1
cd271584.wav,Telephone,1
cd13f3b7.wav,Tambourine,1
cd0f5e44.wav,Telephone,1
ccf3fc51.wav,Trumpet,1
cce60b15.wav,Gunshot_or_gunfire,1
cce3445b.wav,Microwave_oven,1
ccd7386d.wav,Cowbell,1
cca27a50.wav,Meow,1
cc986a42.wav,Hi-hat,1
cc95ef17.wav,Shatter,1
cc90ad7a.wav,Harmonica,1
cc74596d.wav,Writing,1
cc4c0c06.wav,Microwave_oven,1
cc4b2f59.wav,Fireworks,1
cc2f3023.wav,Electric_piano,1
cc1fa52e.wav,Glockenspiel,1
cc158878.wav,Shatter,1
cc0b84e8.wav,Fireworks,1
cc046f8d.wav,Acoustic_guitar,1
cc01a92e.wav,Finger_snapping,1
cbfc7fb8.wav,Scissors,1
cbf5074f.wav,Bus,1
cbecbb18.wav,Saxophone,1
cbe59820.wav,Knock,1
